year	borough	num_level_1	num_level_3	demographic	number_tested	num_level_2	pct_level_3_and_4	mean_scale_score	num_level_4	pct_level_4	pct_level_3	pct_level_2	grade	pct_level_1	num_level_3_and_4
2009	QUEENS	102	7554	Not SWD	16189	940	93.6	695	7593	46.9	46.7	5.8	5	0.6	15147
2009	QUEENS	256	1766	SWD	3251	798	67.6	663	431	13.3	54.3	24.5	5	7.9	2197
2010	QUEENS	461	6614	Not SWD	16424	3870	73.6	694	5479	33.4	40.3	23.6	5	2.8	12093
2010	QUEENS	554	936	SWD	3203	1442	37.7	664	271	8.5	29.2	45	5	17.3	1207
2011	QUEENS	431	7419	Not SWD	17156	3542	76.8	695	5764	33.6	43.2	20.6	5	2.5	13183
2011	QUEENS	585	998	SWD	3347	1511	37.4	665	253	7.6	29.8	45.1	5	17.5	1251
2012	QUEENS	423	6595	Not SWD	16962	3131	79	700	6813	40.2	38.9	18.5	5	2.5	13408
2012	QUEENS	614	1090	SWD	3398	1330	42.8	667	364	10.7	32.1	39.1	5	18.1	1454
2006	QUEENS	1162	8609	Not SWD	17043	3794	70.9	668	3478	20.4	50.5	22.3	6	6.8	12087
2006	QUEENS	934	533	SWD	2417	893	24.4	622	57	2.4	22.1	36.9	6	38.6	590
2007	QUEENS	680	8821	Not SWD	16943	2466	81.4	681	4976	29.4	52.1	14.6	6	4	13797
2007	QUEENS	700	907	SWD	2600	897	38.6	636	96	3.7	34.9	34.5	6	26.9	1003
2008	QUEENS	355	8241	Not SWD	16273	1810	86.7	686	5867	36.1	50.6	11.1	6	2.2	14108
2008	QUEENS	547	1293	SWD	2926	928	49.6	644	158	5.4	44.2	31.7	6	18.7	1451
2009	QUEENS	261	8366	Not SWD	16251	1345	90.1	690	6279	38.6	51.5	8.3	6	1.6	14645
2009	QUEENS	366	1517	SWD	3112	1027	55.2	653	202	6.5	48.7	33	6	11.8	1719
2010	QUEENS	808	5608	Not SWD	16705	4374	69	688	5915	35.4	33.6	26.2	6	4.8	11523
2010	QUEENS	799	637	SWD	3173	1586	24.8	653	151	4.8	20.1	50	6	25.2	788
2011	QUEENS	690	6096	Not SWD	16647	4036	71.6	690	5825	35	36.6	24.2	6	4.1	11921
2011	QUEENS	762	803	SWD	3236	1462	31.3	659	209	6.5	24.8	45.2	6	23.5	1012
2012	QUEENS	700	5854	Not SWD	17420	3718	74.6	693	7148	41	33.6	21.3	6	4	13002
2012	QUEENS	779	793	SWD	3272	1429	32.5	657	271	8.3	24.2	43.7	6	23.8	1064
2006	QUEENS	1532	7975	Not SWD	17403	5476	59.7	656	2420	13.9	45.8	31.5	7	8.8	10395
2006	QUEENS	891	377	SWD	2251	963	17.6	614	20	0.9	16.7	42.8	7	39.6	397
2007	QUEENS	794	8417	Not SWD	17183	4075	71.7	669	3897	22.7	49	23.7	7	4.6	12314
2007	QUEENS	673	567	SWD	2408	1121	25.5	627	47	2	23.5	46.6	7	27.9	614
2008	QUEENS	308	9067	Not SWD	17066	2566	83.2	679	5125	30	53.1	15	7	1.8	14192
2008	QUEENS	416	1044	SWD	2633	1084	43	640	89	3.4	39.7	41.2	7	15.8	1133
2009	QUEENS	108	9187	Not SWD	16651	1283	91.6	687	6073	36.5	55.2	7.7	7	0.6	15260
2009	QUEENS	148	1640	SWD	2938	988	61.3	655	162	5.5	55.8	33.6	7	5	1802
2010	QUEENS	820	5473	Not SWD	16841	4478	68.5	684	6070	36	32.5	26.6	7	4.9	11543
2010	QUEENS	827	577	SWD	3028	1456	24.6	650	168	5.5	19.1	48.1	7	27.3	745
2011	QUEENS	749	5784	Not SWD	17069	4319	70.3	685	6217	36.4	33.9	25.3	7	4.4	12001
2011	QUEENS	753	709	SWD	3140	1495	28.4	654	183	5.8	22.6	47.6	7	24	892
2012	QUEENS	678	5615	Not SWD	16748	3874	72.8	688	6581	39.3	33.5	23.1	7	4	12196
2012	QUEENS	806	767	SWD	3183	1376	31.4	654	234	7.4	24.1	43.2	7	25.3	1001
2006	QUEENS	2338	6926	Not SWD	17445	5968	52.4	654	2213	12.7	39.7	34.2	8	13.4	9139
2006	QUEENS	1114	195	SWD	2134	814	9.7	607	11	0.5	9.1	38.1	8	52.2	206
2007	QUEENS	1548	8021	Not SWD	17580	5253	61.3	662	2758	15.7	45.6	29.9	8	8.8	10779
2007	QUEENS	894	376	SWD	2224	934	17.8	621	20	0.9	16.9	42	8	40.2	396
2008	QUEENS	644	9159	Not SWD	17159	3630	75.1	674	3726	21.7	53.4	21.2	8	3.8	12885
2008	QUEENS	659	664	SWD	2465	1104	28.5	631	38	1.5	26.9	44.8	8	26.7	702
2009	QUEENS	254	10292	Not SWD	17377	2507	84.1	681	4324	24.9	59.2	14.4	8	1.5	14616
2009	QUEENS	339	1181	SWD	2681	1105	46.1	646	56	2.1	44.1	41.2	8	12.6	1237
2010	QUEENS	921	6154	Not SWD	17451	5532	63	686	4844	27.8	35.3	31.7	8	5.3	10998
2010	QUEENS	839	418	SWD	2838	1502	17.5	650	79	2.8	14.7	52.9	8	29.6	497
2011	QUEENS	783	7075	Not SWD	17209	4764	67.8	686	4587	26.7	41.1	27.7	8	4.5	11662
2011	QUEENS	732	694	SWD	3005	1488	26.1	652	91	3	23.1	49.5	8	24.4	785
2012	QUEENS	508	7366	Not SWD	17266	4591	70.5	688	4801	27.8	42.7	26.6	8	2.9	12167
2012	QUEENS	642	792	SWD	3070	1555	28.4	657	81	2.6	25.8	50.7	8	20.9	873
2006	QUEENS	7053	49487	Not SWD	102658	21937	71.8	671	24181	23.6	48.2	21.4	All Grades	6.9	73668
2006	QUEENS	4819	4166	SWD	14389	4795	33.2	630	609	4.2	29	33.3	All Grades	33.5	4775
2007	QUEENS	4084	50386	Not SWD	100882	16520	79.6	681	29892	29.6	49.9	16.4	All Grades	4	80278
2007	QUEENS	3848	5828	SWD	15941	5345	42.3	641	920	5.8	36.6	33.5	All Grades	24.1	6748
2008	QUEENS	1945	53426	Not SWD	99056	11294	86.6	686	32391	32.7	53.9	11.4	All Grades	2	85817
2008	QUEENS	2799	7844	SWD	17041	5317	52.4	649	1081	6.3	46	31.2	All Grades	16.4	8925
2009	QUEENS	984	53669	Not SWD	99699	7485	91.5	692	37561	37.7	53.8	7.5	All Grades	1	91230
2009	QUEENS	1622	9741	SWD	17983	5039	63	659	1581	8.8	54.2	28	All Grades	9	11322
2010	QUEENS	4412	36391	Not SWD	101630	27505	68.6	691	33322	32.8	35.8	27.1	All Grades	4.3	69713
2010	QUEENS	4358	4094	SWD	18509	8836	28.7	660	1221	6.6	22.1	47.7	All Grades	23.5	5315
2011	QUEENS	3941	41899	Not SWD	102603	25276	71.5	691	31487	30.7	40.8	24.6	All Grades	3.8	73386
2011	QUEENS	4010	5139	SWD	19190	8830	33.1	662	1211	6.3	26.8	46	All Grades	20.9	6350
2012	QUEENS	3472	41238	Not SWD	103261	23099	74.3	693	35452	34.3	39.9	22.4	All Grades	3.4	76690
2012	QUEENS	4008	5494	SWD	19540	8524	35.9	664	1514	7.7	28.1	43.6	All Grades	20.5	7008
2006	STATEN ISLAND	84	1761	Not SWD	3493	269	89.9	692	1379	39.5	50.4	7.7	3	2.4	3140
2006	STATEN ISLAND	204	330	SWD	812	198	50.5	648	80	9.9	40.6	24.4	3	25.1	410
2007	STATEN ISLAND	52	1802	Not SWD	3495	177	93.4	698	1464	41.9	51.6	5.1	3	1.5	3266
2007	STATEN ISLAND	124	456	SWD	870	201	62.6	660	89	10.2	52.4	23.1	3	14.3	545
2008	STATEN ISLAND	29	2113	Not SWD	3486	143	95.1	697	1201	34.5	60.6	4.1	3	0.8	3314
2008	STATEN ISLAND	71	558	SWD	889	190	70.6	665	70	7.9	62.8	21.4	3	8	628
2009	STATEN ISLAND	12	2188	Not SWD	3521	75	97.5	701	1246	35.4	62.1	2.1	3	0.3	3434
2009	STATEN ISLAND	42	683	SWD	998	183	77.5	669	90	9	68.4	18.3	3	4.2	773
2010	STATEN ISLAND	143	1294	Not SWD	3416	871	70.3	701	1108	32.4	37.9	25.5	3	4.2	2402
2010	STATEN ISLAND	241	252	SWD	1000	415	34.4	676	92	9.2	25.2	41.5	3	24.1	344
2011	STATEN ISLAND	125	2002	Not SWD	3609	879	72.2	692	603	16.7	55.5	24.4	3	3.5	2605
2011	STATEN ISLAND	281	345	SWD	1112	452	34.1	674	34	3.1	31	40.6	3	25.3	379
2012	STATEN ISLAND	121	2054	Not SWD	3642	849	73.4	694	618	17	56.4	23.3	3	3.3	2672
2012	STATEN ISLAND	264	399	SWD	1189	478	37.6	676	48	4	33.6	40.2	3	22.2	447
2006	STATEN ISLAND	79	1895	Not SWD	3535	347	87.9	688	1214	34.3	53.6	9.8	4	2.2	3109
2006	STATEN ISLAND	164	330	SWD	741	206	50.1	645	41	5.5	44.5	27.8	4	22.1	371
2007	STATEN ISLAND	66	1818	Not SWD	3434	324	88.6	690	1226	35.7	52.9	9.4	4	1.9	3044
2007	STATEN ISLAND	167	415	SWD	880	247	53	649	51	5.8	47.2	28.1	4	19	466
2008	STATEN ISLAND	35	1840	Not SWD	3368	195	93.2	695	1298	38.5	54.6	5.8	4	1	3138
2008	STATEN ISLAND	140	484	SWD	938	251	58.3	655	63	6.7	51.6	26.8	4	14.9	547
2009	STATEN ISLAND	37	1565	Not SWD	3436	146	94.7	703	1688	49.1	45.5	4.2	4	1.1	3253
2009	STATEN ISLAND	123	513	SWD	947	202	65.7	663	109	11.5	54.2	21.3	4	13	622
2010	STATEN ISLAND	69	1407	Not SWD	3519	840	74.2	696	1203	34.2	40	23.9	4	2	2610
2010	STATEN ISLAND	178	249	SWD	1011	514	31.6	662	70	6.9	24.6	50.8	4	17.6	319
2011	STATEN ISLAND	48	1428	Not SWD	3381	618	80.3	699	1287	38.1	42.2	18.3	4	1.4	2715
2011	STATEN ISLAND	167	333	SWD	1044	445	41.4	668	99	9.5	31.9	42.6	4	16	432
2012	STATEN ISLAND	36	1497	Not SWD	3498	539	83.6	702	1426	40.8	42.8	15.4	4	1	2923
2012	STATEN ISLAND	188	338	SWD	1136	484	40.8	668	126	11.1	29.8	42.6	4	16.5	464
2006	STATEN ISLAND	103	1965	Not SWD	3610	518	82.8	680	1024	28.4	54.4	14.3	5	2.9	2989
2006	STATEN ISLAND	213	223	SWD	725	266	33.9	635	23	3.2	30.8	36.7	5	29.4	246
2007	STATEN ISLAND	37	1983	Not SWD	3516	319	89.9	688	1177	33.5	56.4	9.1	5	1.1	3160
2007	STATEN ISLAND	140	417	SWD	873	274	52.6	648	42	4.8	47.8	31.4	5	16	459
2008	STATEN ISLAND	23	1798	Not SWD	3411	193	93.7	694	1397	41	52.7	5.7	5	0.7	3195
2008	STATEN ISLAND	105	515	SWD	942	265	60.7	654	57	6.1	54.7	28.1	5	11.1	572
2009	STATEN ISLAND	7	1565	Not SWD	3404	106	96.7	699	1726	50.7	46	3.1	5	0.2	3291
2009	STATEN ISLAND	58	568	SWD	953	211	71.8	665	116	12.2	59.6	22.1	5	6.1	684
2010	STATEN ISLAND	65	1503	Not SWD	3463	704	77.8	696	1191	34.4	43.4	20.3	5	1.9	2694
2010	STATEN ISLAND	160	256	SWD	950	479	32.7	663	55	5.8	26.9	50.4	5	16.8	311
2011	STATEN ISLAND	45	1651	Not SWD	3489	617	81	697	1176	33.7	47.3	17.7	5	1.3	2827
2011	STATEN ISLAND	139	359	SWD	1033	466	41.4	668	69	6.7	34.8	45.1	5	13.5	428
2012	STATEN ISLAND	67	1397	Not SWD	3362	555	81.5	700	1343	39.9	41.6	16.5	5	2	2740
2012	STATEN ISLAND	148	365	SWD	1060	423	46.1	671	124	11.7	34.4	39.9	5	14	489
2006	STATEN ISLAND	256	1848	Not SWD	3569	883	68.1	664	582	16.3	51.8	24.7	6	7.2	2430
2006	STATEN ISLAND	305	101	SWD	662	250	16.2	614	6	0.9	15.3	37.8	6	46.1	107
2007	STATEN ISLAND	145	1948	Not SWD	3395	606	77.9	673	696	20.5	57.4	17.8	6	4.3	2644
2007	STATEN ISLAND	245	200	SWD	738	276	29.4	630	17	2.3	27.1	37.4	6	33.2	217
2008	STATEN ISLAND	48	1845	Not SWD	3391	402	86.7	684	1096	32.3	54.4	11.9	6	1.4	2941
2008	STATEN ISLAND	181	329	SWD	836	295	43.1	638	31	3.7	39.4	35.3	6	21.7	360
2009	STATEN ISLAND	40	1785	Not SWD	3321	307	89.6	688	1189	35.8	53.7	9.2	6	1.2	2974
2009	STATEN ISLAND	124	449	SWD	939	321	52.6	650	45	4.8	47.8	34.2	6	13.2	494
2010	STATEN ISLAND	99	1258	Not SWD	3328	883	70.5	688	1088	32.7	37.8	26.5	6	3	2346
2010	STATEN ISLAND	274	146	SWD	917	458	20.2	650	39	4.3	15.9	49.9	6	29.9	185
2011	STATEN ISLAND	108	1299	Not SWD	3334	804	72.6	690	1123	33.7	39	24.1	6	3.2	2422
2011	STATEN ISLAND	213	184	SWD	891	447	25.9	657	47	5.3	20.7	50.2	6	23.9	231
2012	STATEN ISLAND	131	1183	Not SWD	3318	680	75.6	692	1324	39.9	35.7	20.5	6	3.9	2507
2012	STATEN ISLAND	269	244	SWD	984	395	32.5	654	76	7.7	24.8	40.1	6	27.3	320
2006	STATEN ISLAND	254	1848	Not SWD	3641	1104	62.7	658	435	11.9	50.8	30.3	7	7	2283
2006	STATEN ISLAND	258	83	SWD	621	273	14.5	613	7	1.1	13.4	44	7	41.5	90
2007	STATEN ISLAND	130	1838	Not SWD	3602	871	72.2	669	763	21.2	51	24.2	7	3.6	2601
2007	STATEN ISLAND	197	147	SWD	698	345	22.3	624	9	1.3	21.1	49.4	7	28.2	156
2008	STATEN ISLAND	41	1929	Not SWD	3504	512	84.2	679	1022	29.2	55.1	14.6	7	1.2	2951
2008	STATEN ISLAND	106	283	SWD	749	339	40.6	641	21	2.8	37.8	45.3	7	14.2	304
2009	STATEN ISLAND	14	2066	Not SWD	3456	246	92.5	684	1130	32.7	59.8	7.1	7	0.4	3196
2009	STATEN ISLAND	45	478	SWD	881	324	58.1	652	34	3.9	54.3	36.8	7	5.1	512
2010	STATEN ISLAND	111	1209	Not SWD	3348	900	69.8	683	1128	33.7	36.1	26.9	7	3.3	2337
2010	STATEN ISLAND	237	167	SWD	912	469	22.6	649	39	4.3	18.3	51.4	7	26	206
2011	STATEN ISLAND	91	1252	Not SWD	3346	734	75.3	686	1269	37.9	37.4	21.9	7	2.7	2521
2011	STATEN ISLAND	236	206	SWD	929	432	28.1	653	55	5.9	22.2	46.5	7	25.4	261
2012	STATEN ISLAND	108	1204	Not SWD	3279	699	75.4	687	1268	38.7	36.7	21.3	7	3.3	2472
2012	STATEN ISLAND	236	183	SWD	878	406	26.9	652	53	6	20.8	46.2	7	26.9	236
2006	STATEN ISLAND	409	1731	Not SWD	3826	1312	55	655	374	9.8	45.2	34.3	8	10.7	2105
2006	STATEN ISLAND	328	64	SWD	646	254	9.9	609	0	0	9.9	39.3	8	50.8	64
2007	STATEN ISLAND	315	1786	Not SWD	3680	1110	61.3	660	469	12.7	48.5	30.2	8	8.6	2255
2007	STATEN ISLAND	301	112	SWD	700	285	16.3	619	2	0.3	16	40.7	8	43	114
2008	STATEN ISLAND	115	1966	Not SWD	3576	794	74.6	673	701	19.6	55	22.2	8	3.2	2667
2008	STATEN ISLAND	219	160	SWD	724	338	23.1	628	7	1	22.1	46.7	8	30.2	167
2009	STATEN ISLAND	42	2206	Not SWD	3546	561	83	678	737	20.8	62.2	15.8	8	1.2	2943
2009	STATEN ISLAND	92	298	SWD	759	362	40.2	642	7	0.9	39.3	47.7	8	12.1	305
2010	STATEN ISLAND	193	1295	Not SWD	3551	1222	60.2	683	841	23.7	36.5	34.4	8	5.4	2136
2010	STATEN ISLAND	266	127	SWD	861	453	16.5	650	15	1.7	14.8	52.6	8	30.9	142
2011	STATEN ISLAND	160	1598	Not SWD	3458	1016	66	683	684	19.8	46.2	29.4	8	4.6	2282
2011	STATEN ISLAND	244	212	SWD	894	425	25.2	651	13	1.5	23.7	47.5	8	27.3	225
2012	STATEN ISLAND	100	1604	Not SWD	3394	976	68.3	684	714	21	47.3	28.8	8	2.9	2318
2012	STATEN ISLAND	183	168	SWD	886	517	21	655	18	2	19	58.4	8	20.7	186
2006	STATEN ISLAND	1185	11048	Not SWD	21674	4433	74.1	672	5008	23.1	51	20.5	All Grades	5.5	16056
2006	STATEN ISLAND	1472	1131	SWD	4207	1447	30.6	629	157	3.7	26.9	34.4	All Grades	35	1288
2007	STATEN ISLAND	745	11175	Not SWD	21122	3407	80.3	679	5795	27.4	52.9	16.1	All Grades	3.5	16970
2007	STATEN ISLAND	1174	1747	SWD	4759	1628	41.1	640	210	4.4	36.7	34.2	All Grades	24.7	1957
2008	STATEN ISLAND	291	11491	Not SWD	20736	2239	87.8	687	6715	32.4	55.4	10.8	All Grades	1.4	18206
2008	STATEN ISLAND	822	2329	SWD	5078	1678	50.8	648	249	4.9	45.9	33	All Grades	16.2	2578
2009	STATEN ISLAND	152	11375	Not SWD	20684	1441	92.3	692	7716	37.3	55	7	All Grades	0.7	19091
2009	STATEN ISLAND	484	2989	SWD	5477	1603	61.9	657	401	7.3	54.6	29.3	All Grades	8.8	3390
2010	STATEN ISLAND	680	7966	Not SWD	20625	5420	70.4	691	6559	31.8	38.6	26.3	All Grades	3.3	14525
2010	STATEN ISLAND	1356	1197	SWD	5651	2788	26.7	659	310	5.5	21.2	49.3	All Grades	24	1507
2011	STATEN ISLAND	577	9230	Not SWD	20617	4668	74.6	691	6142	29.8	44.8	22.6	All Grades	2.8	15372
2011	STATEN ISLAND	1280	1639	SWD	5903	2667	33.1	663	317	5.4	27.8	45.2	All Grades	21.7	1956
2012	STATEN ISLAND	563	8939	Not SWD	20493	4298	76.3	693	6693	32.7	43.6	21	All Grades	2.7	15632
2012	STATEN ISLAND	1288	1697	SWD	6133	2703	34.9	664	445	7.3	27.7	44.1	All Grades	21	2142
